year,disease,district,Population,month_number,month_name,monthly_cases,monthly_incidence_per_100k,mean_monthly_cases,std_monthly_cases,alert_threshold_monthly_cases,outbreak_threshold_monthly_cases,month_status_2024
2024,Tuberculosis,Hambantota,837889,2,February,24,2.8643412194216658,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Hambantota,837889,3,March,17,2.0289083637570133,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Hambantota,837889,4,April,0,0.0,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Hambantota,837889,5,May,13,1.551518160520069,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Hambantota,837889,6,June,29,3.461078973467846,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Hambantota,837889,7,July,8,0.9547804064738885,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Hambantota,837889,8,August,49,5.848029989652567,16.5,12.645816172421085,42,55,alert
2024,Tuberculosis,Hambantota,837889,9,September,14,1.670865711329305,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Hambantota,837889,10,October,0,0.0,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Hambantota,837889,11,November,16,1.909560812947777,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Hambantota,837889,12,December,15,1.790213262138541,16.5,12.645816172421085,42,55,normal
2024,Tuberculosis,Jaffna,594751,1,January,10,1.6813759035293763,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,2,February,11,1.8495134938823137,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,3,March,22,3.6990269877646273,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,4,April,47,7.902466746588068,21.083333333333332,10.10328604409916,42,52,alert
2024,Tuberculosis,Jaffna,594751,5,May,35,5.884815662352817,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,6,June,23,3.867164578117565,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,7,July,19,3.1946142167058147,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,8,August,14,2.353926264941127,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,9,September,15,2.522063855294064,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,10,October,20,3.3627518070587525,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,11,November,15,2.522063855294064,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Jaffna,594751,12,December,22,3.6990269877646273,21.083333333333332,10.10328604409916,42,52,normal
2024,Tuberculosis,Kalmunai,52798,1,January,15,28.410167051782263,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,2,February,1,1.8940111367854844,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,3,March,8,15.152089094283875,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,4,April,12,22.72813364142581,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,5,May,13,24.622144778211297,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,6,June,17,32.19818932535323,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,7,July,5,9.470055683927422,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,8,August,16,30.30417818856775,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,9,September,16,30.30417818856775,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,10,October,16,30.30417818856775,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,11,November,6,11.364066820712905,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalmunai,52798,12,December,4,7.5760445471419375,10.75,5.402545696243577,22,27,normal
2024,Tuberculosis,Kalutara,1305784,1,January,58,4.441775975199573,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,2,February,11,0.8424057883999191,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,3,March,53,4.05886425319961,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,4,April,31,2.374052676399772,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,5,May,8,0.6126587551999412,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,6,June,19,1.4550645435998604,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,7,July,147,11.25760462679892,48.583333333333336,40.31016896791952,130,170,alert
2024,Tuberculosis,Kalutara,1305784,8,August,33,2.5272173651997574,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,9,September,60,4.594940663999559,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,10,October,1,0.07658234439999265,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,11,November,62,4.748105352799544,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kalutara,1305784,12,December,100,7.658234439999265,48.583333333333336,40.31016896791952,130,170,normal
2024,Tuberculosis,Kandy,1461895,1,January,76,5.198731783062395,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,2,February,23,1.5733004080320405,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,3,March,36,2.4625571603979766,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,4,April,56,3.830644471730186,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,5,May,32,2.1889396981315348,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,6,June,66,4.51468812739629,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,7,July,56,3.830644471730186,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,8,August,84,5.7459667075952785,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,9,September,78,5.335540514195616,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,10,October,26,1.778513504731872,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,11,November,16,1.0944698490657674,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kandy,1461895,12,December,75,5.130327417495785,52.0,23.277313705265335,99,122,normal
2024,Tuberculosis,Kegalle,870476,1,January,29,3.331510575822883,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,2,February,18,2.067834150510755,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,3,March,25,2.871991875709382,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,4,April,36,4.13566830102151,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,5,May,13,1.4934357753688787,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,6,June,43,4.939826026220137,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,7,July,50,5.743983751418764,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,8,August,36,4.13566830102151,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,9,September,33,3.7910292759363844,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,10,October,28,3.2166309007945078,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,11,November,19,2.1827138255391305,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kegalle,870476,12,December,22,2.527352850624256,29.333333333333332,10.37893165129351,51,61,normal
2024,Tuberculosis,Kilinochchi,123756,1,January,9,7.2723746727431395,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,2,February,0,0.0,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,3,March,0,0.0,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,4,April,1,0.8080416303047933,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,5,May,5,4.0402081515239665,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,6,June,0,0.0,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,7,July,3,2.42412489091438,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,8,August,2,1.6160832606095865,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,9,September,8,6.464333042438346,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,10,October,2,1.6160832606095865,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,11,November,2,1.6160832606095865,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kilinochchi,123756,12,December,7,5.6562914121335535,3.25,3.085584763595603,10,13,normal
2024,Tuberculosis,Kurunegala,1768156,1,January,47,2.658136499268164,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,2,February,35,1.9794633505188457,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,3,March,37,2.0925755419770655,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,4,April,57,3.223697456559263,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,5,May,32,1.809795063331516,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,6,June,62,3.506477935204812,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,7,July,47,2.658136499268164,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,8,August,34,1.9229072547897357,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,9,September,27,1.5270145846859666,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,10,October,27,1.5270145846859666,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,11,November,17,0.9614536273948678,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Kurunegala,1768156,12,December,9,0.5090048615619889,35.916666666666664,14.812485349266078,66,81,normal
2024,Tuberculosis,Mannar,172312,1,January,2,1.160685268582571,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,2,February,2,1.160685268582571,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,3,March,3,1.7410279028738567,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,4,April,6,3.4820558057477133,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,5,May,8,4.642741074330284,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,6,June,9,5.22308370862157,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,7,July,1,0.5803426342912855,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,8,August,0,0.0,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,9,September,17,9.865824782951854,5.0,4.7784237289438165,15,20,alert
2024,Tuberculosis,Mannar,172312,10,October,2,1.160685268582571,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,11,November,1,0.5803426342912855,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Mannar,172312,12,December,9,5.22308370862157,5.0,4.7784237289438165,15,20,normal
2024,Tuberculosis,Matale,526870,1,January,32,6.073604494467326,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,2,February,42,7.971605898988365,14.916666666666666,10.555080398662165,37,47,alert
2024,Tuberculosis,Matale,526870,3,March,18,3.416402528137871,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,4,April,11,2.0878015449731433,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,5,May,13,2.467401825877351,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,6,June,12,2.2776016854252474,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,7,July,10,1.8980014045210394,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,8,August,8,1.5184011236168315,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,9,September,8,1.5184011236168315,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,10,October,8,1.5184011236168315,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,11,November,12,2.2776016854252474,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matale,526870,12,December,5,0.9490007022605197,14.916666666666666,10.555080398662165,37,47,normal
2024,Tuberculosis,Matara,671418,1,January,10,1.4893851520215424,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,2,February,12,1.787262182425851,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,3,March,16,2.383016243234468,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,4,April,17,2.531954758436622,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,5,May,13,1.9362006976280053,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,6,June,21,3.1277088192452394,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,7,July,19,2.829831788840931,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,8,August,20,2.978770304043085,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,9,September,32,4.766032486468936,15.916666666666666,6.537817338803185,29,36,alert
2024,Tuberculosis,Matara,671418,10,October,7,1.0425696064150798,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,11,November,16,2.383016243234468,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Matara,671418,12,December,8,1.191508121617234,15.916666666666666,6.537817338803185,29,36,normal
2024,Tuberculosis,Monaragala,527585,1,January,9,1.7058862552953553,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,2,February,21,3.980401262355829,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,3,March,8,1.5163433380403157,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,4,April,5,0.9477145862751973,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,5,May,5,0.9477145862751973,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,6,June,27,5.117658765886066,12.166666666666666,6.426939828219614,26,32,alert
2024,Tuberculosis,Monaragala,527585,7,July,9,1.7058862552953553,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,8,August,14,2.6536008415705528,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,9,September,14,2.6536008415705528,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,10,October,17,3.222229593335671,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,11,November,9,1.7058862552953553,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Monaragala,527585,12,December,8,1.5163433380403157,12.166666666666666,6.426939828219614,26,32,normal
2024,Tuberculosis,Mullaitivu,136710,1,January,9,6.583278472679394,3.5833333333333335,2.253084305765962,9,11,alert
2024,Tuberculosis,Mullaitivu,136710,2,February,3,2.194426157559798,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,3,March,7,5.1203277009728625,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,4,April,2,1.462950771706532,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,5,May,3,2.194426157559798,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,6,June,3,2.194426157559798,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,7,July,4,2.925901543413064,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,8,August,0,0.0,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,9,September,4,2.925901543413064,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,10,October,3,2.194426157559798,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,11,November,3,2.194426157559798,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Mullaitivu,136710,12,December,2,1.462950771706532,3.5833333333333335,2.253084305765962,9,11,normal
2024,Tuberculosis,Nuwara Eliya,725280,1,January,45,6.204500330906685,22.083333333333332,10.095034532988098,43,53,alert
2024,Tuberculosis,Nuwara Eliya,725280,2,February,2,0.2757555702625193,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,3,March,21,2.8954334877564527,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,4,April,33,4.549966909331569,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,5,May,18,2.481800132362674,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,6,June,23,3.171189058018972,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,7,July,23,3.171189058018972,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,8,August,15,2.0681667769688947,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,9,September,28,3.8605779836752703,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,10,October,24,3.3090668431502315,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,11,November,15,2.0681667769688947,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Nuwara Eliya,725280,12,December,18,2.481800132362674,22.083333333333332,10.095034532988098,43,53,normal
2024,Tuberculosis,Polonnaruwa,447530,1,January,6,1.340692244095368,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,2,February,5,1.11724353674614,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,3,March,9,2.011038366143052,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,4,April,13,2.9048331955399638,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,5,May,13,2.9048331955399638,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,6,June,9,2.011038366143052,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,7,July,15,3.3517306102384197,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,8,August,4,0.8937948293969119,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,9,September,0,0.0,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,10,October,5,1.11724353674614,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,11,November,14,3.1282819028891917,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Polonnaruwa,447530,12,December,4,0.8937948293969119,8.083333333333334,4.609018936341611,18,22,normal
2024,Tuberculosis,Puttalam,818816,1,January,14,1.7097858371111458,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,2,February,20,2.4425511958730657,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,3,March,16,1.9540409566984525,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,4,April,19,2.320423636079412,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,5,May,11,1.343403157730186,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,6,June,40,4.885102391746131,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,7,July,19,2.320423636079412,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,8,August,4,0.4885102391746131,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,9,September,49,5.984250429889011,21.416666666666668,13.041333861568337,48,61,alert
2024,Tuberculosis,Puttalam,818816,10,October,8,0.9770204783492262,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,11,November,37,4.518719712365171,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Puttalam,818816,12,December,20,2.4425511958730657,21.416666666666668,13.041333861568337,48,61,normal
2024,Tuberculosis,Ratnapura,1145423,1,January,33,2.881031723651437,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,2,February,22,1.9206878157676248,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,3,March,10,0.8730399162580113,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,4,April,59,5.150935505922266,32.583333333333336,12.459657120304536,58,70,alert
2024,Tuberculosis,Ratnapura,1145423,5,May,20,1.7460798325160225,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,6,June,25,2.1825997906450283,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,7,July,40,3.492159665032045,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,8,August,37,3.2302476901546417,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,9,September,38,3.3175516817804427,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,10,October,47,4.103287606412652,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,11,November,31,2.706423740399835,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Ratnapura,1145423,12,December,29,2.5318157571482325,32.583333333333336,12.459657120304536,58,70,normal
2024,Tuberculosis,Trincomalee,442745,1,January,15,3.387954691752589,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,2,February,18,4.065545630103107,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,3,March,7,1.5810455228178748,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,4,April,12,2.710363753402071,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,5,May,6,1.3551818767010355,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,6,June,23,5.194863860687303,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,7,July,17,3.8396819839862677,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,8,August,3,0.6775909383505178,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,9,September,15,3.387954691752589,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,10,October,5,1.1293182305841962,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,11,November,9,2.0327728150515534,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Trincomalee,442745,12,December,23,5.194863860687303,12.75,6.5463093928309455,26,33,normal
2024,Tuberculosis,Vavuniya,122619,1,January,4,3.262137189179491,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,2,February,17,13.864083054012836,6.166666666666667,4.722875771768251,16,21,alert
2024,Tuberculosis,Vavuniya,122619,3,March,2,1.6310685945897454,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,4,April,11,8.9708772702436,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,5,May,5,4.0776714864743635,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,6,June,6,4.893205783769236,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,7,July,4,3.262137189179491,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,8,August,0,0.0,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,9,September,9,7.339808675653854,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,10,October,0,0.0,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,11,November,6,4.893205783769236,6.166666666666667,4.722875771768251,16,21,normal
2024,Tuberculosis,Vavuniya,122619,12,December,10,8.155342972948727,6.166666666666667,4.722875771768251,16,21,normal
